City;State;Median Age;Male Population;Female Population;Total Population;Number of Veterans;Foreign-born;Average Household Size;State Code;Race;Count
Columbia;Missouri;26.8;56544;62554;119098;4548;10729;2.37;MO;White;96067
Richmond;California;35.3;52615;57100;109715;3611;42215;2.87;CA;American Indian and Alaska Native;2348
Visalia;California;32.6;63695;66399;130094;5547;20779;3.11;CA;Black or African-American;2525
Glendale;Arizona;34.4;116795;123319;240114;13241;44133;2.89;AZ;Asian;15245
Elk Grove;California;36.1;80057;86833;166890;7762;38693;3.34;CA;Asian;59424
Daly City;California;39.7;53817;52757;106574;3782;56640;3.26;CA;American Indian and Alaska Native;893
Pembroke Pines;Florida;40.3;77050;89574;166624;6849;62210;2.94;FL;White;113624
Garden Grove;California;37.8;86779;88605;175384;4316;80677;3.66;CA;Hispanic or Latino;66038
Vacaville;California;35.8;50091;46703;96794;9064;10577;2.9;CA;White;66825
Springdale;Arkansas;31.8;36840;43614;80454;3397;19969;3.04;AR;Black or African-American;1859
Hillsboro;Oregon;35.3;50926;51434;102360;6625;19531;2.68;OR;White;81072
Ontario;California;31.0;85059;86141;171200;4816;48557;3.52;CA;Hispanic or Latino;118292
Lynn;Massachusetts;34.8;44598;47861;92459;3093;29899;2.81;MA;White;50652
Longview;Texas;36.8;40065;41525;81590;5512;8782;2.55;TX;Hispanic or Latino;17614
Saint Cloud;Minnesota;30.7;34311;33942;68253;5012;5757;2.41;MN;Asian;2494
Brentwood;New York;34.2;31395;32397;63792;1492;27058;4.98;NY;White;46347
Allen;Pennsylvania;33.5;60626;59581;120207;5691;19652;2.67;PA;Asian;2670
Newport News;Virginia;32.8;88385;94000;182385;18896;12589;2.46;VA;White;95151
Riverside;California;31.4;160613;161810;322423;12373;69584;3.34;CA;Asian;27675
Rancho Cordova;California;33.8;34844;36182;71026;4590;17020;2.86;CA;White;47757
Saint Louis;Missouri;35.0;153026;162659;315685;17060;21802;2.16;MO;Asian;12209
Tallahassee;Florida;26.2;89390;100504;189894;9575;16720;2.38;FL;American Indian and Alaska Native;1368
Westminster;Colorado;37.8;54866;58251;113117;6512;11361;2.63;CO;White;100084
Pleasanton;California;41.3;36662;42857;79519;2424;23208;2.87;CA;Asian;27662
Concord;North Carolina;35.7;42732;44961;87693;4621;8847;2.72;NC;Black or African-American;19027
Marysville;Washington;33.2;33436;33337;66773;5714;7721;2.79;WA;Asian;6185
Temple;Texas;33.6;33512;38785;72297;7333;3968;2.59;TX;Hispanic or Latino;21372
Deerfield Beach;Florida;41.4;37155;42614;79769;3882;23642;2.46;FL;Hispanic or Latino;12729
Santa Barbara;California;37.8;45068;46784;91852;4518;19441;2.51;CA;American Indian and Alaska Native;1560
Arden-Arcade;California;41.5;47596;48680;96276;6511;13458;2.18;CA;Hispanic or Latino;15273
Billings;Montana;36.3;52705;57565;110270;9121;3206;2.4;MT;Asian;1873
Chula Vista;California;34.6;131485;134269;265754;12368;82710;3.32;CA;American Indian and Alaska Native;1652
Huntsville;Alabama;38.1;91764;97350;189114;16637;12691;2.18;AL;Asian;6566
Beaumont;Texas;31.6;57326;60784;118110;7584;10516;2.47;TX;Hispanic or Latino;18815
Pueblo;Colorado;37.6;55635;53784;109419;7989;3578;2.44;CO;Hispanic or Latino;57579
Lexington-Fayette  county;Kentucky;34.4;154032;160456;314488;16661;28613;2.34;KY;White;249339
Rancho Cucamonga;California;34.5;88127;87105;175232;5821;33878;3.18;CA;Hispanic or Latino;65823
Iowa City;Iowa;25.5;37089;37138;74227;2047;9202;2.36;IA;White;59839
Livonia;Michigan;47.4;45369;49264;94633;5397;7175;2.52;MI;American Indian and Alaska Native;445
Federal Way;Washington;36.4;49151;46037;95188;7135;18565;2.68;WA;White;59035
Silver Spring;Maryland;33.8;40601;41862;82463;1562;30908;2.6;MD;Asian;8841
Cheektowaga;New York;40.7;37476;38599;76075;5408;3532;2.3;NY;Hispanic or Latino;1994
Urban Honolulu;Hawaii;41.4;176807;175959;352766;23213;101312;2.69;HI;White;110508
Lubbock;Texas;29.2;122320;126731;249051;10588;14226;2.61;TX;Asian;7508
Cheektowaga;New York;40.7;37476;38599;76075;5408;3532;2.3;NY;Black or African-American;10562
Gainesville;Florida;26.0;60803;69330;130133;4788;15272;2.33;FL;White;87612
Peoria;Illinois;33.1;56229;62432;118661;6634;7517;2.4;IL;Asian;6989
Lowell;Massachusetts;33.4;54422;56298;110720;3764;33414;2.8;MA;American Indian and Alaska Native;868
Fontana;California;29.5;100644;106828;207472;4076;61448;4.15;CA;White;85044
Miami Beach;Florida;42.5;48090;44221;92311;2265;49908;2.1;FL;Hispanic or Latino;47446
Reading;Pennsylvania;29.4;43668;44205;87873;2580;17043;2.95;PA;White;64401
Lauderhill;Florida;35.7;32813;38761;71574;1965;25471;3.02;FL;Black or African-American;56948
Springfield;Illinois;38.8;55639;62170;117809;7525;4264;2.22;IL;White;90935
Victoria;Texas;35.8;32290;35291;67581;5000;4480;2.7;TX;Hispanic or Latino;34409
Union City;California;38.5;38599;35911;74510;1440;32752;3.46;CA;Hispanic or Latino;13207
Saint Paul;Minnesota;31.5;149547;151293;300840;10548;56514;2.58;MN;American Indian and Alaska Native;6858
Clearwater;Florida;47.0;55225;57754;112979;10631;17686;2.4;FL;Black or African-American;12369
Ogden;Utah;31.3;44323;41127;85450;5080;12791;2.68;UT;Asian;1911
Pearland;Texas;33.9;52336;59329;111665;5621;16882;3.0;TX;American Indian and Alaska Native;851
Palmdale;California;32.6;76361;81989;158350;6388;41974;3.54;CA;Hispanic or Latino;87452
Albuquerque;New Mexico;36.0;273323;285808;559131;37443;58200;2.49;NM;American Indian and Alaska Native;32243
Virginia Beach;Virginia;35.4;222684;230061;452745;54995;38360;2.61;VA;Hispanic or Latino;36309
Gulfport;Mississippi;35.1;33108;38764;71872;6646;3072;2.54;MS;Hispanic or Latino;4247
Town 'n' Country;Florida;38.1;39410;39586;78996;4534;22135;2.61;FL;Asian;3347
Santa Rosa;California;37.9;86840;88149;174989;9101;33015;2.7;CA;Black or African-American;7157
Gulfport;Mississippi;35.1;33108;38764;71872;6646;3072;2.54;MS;Asian;1723
Jacksonville;North Carolina;24.2;40015;27348;67363;8252;3732;2.51;NC;White;51245
Metairie;Louisiana;41.6;69515;76943;146458;7187;19871;2.39;LA;Black or African-American;17263
Bridgeport;Connecticut;34.1;71509;76110;147619;4646;44475;2.86;CT;American Indian and Alaska Native;2527
Sandy;Utah;34.6;46923;46689;93612;3451;6691;3.22;UT;Black or African-American;522
Metairie;Louisiana;41.6;69515;76943;146458;7187;19871;2.39;LA;American Indian and Alaska Native;438
Schenectady;New York;36.7;32398;32901;65299;3388;10961;2.82;NY;American Indian and Alaska Native;1059
Lee's Summit;Missouri;36.8;48353;46715;95068;6624;3803;2.68;MO;Hispanic or Latino;4504
Decatur;Illinois;40.4;34646;38210;72856;5291;1224;2.23;IL;White;56231
Hesperia;California;29.4;43588;49698;93286;3739;16667;3.52;CA;Black or African-American;4889
Overland Park;Kansas;38.2;93355;93156;186511;10461;21407;2.41;KS;American Indian and Alaska Native;1264
Highlands Ranch;Colorado;39.6;49186;53281;102467;4840;8827;2.72;CO;Black or African-American;1779
Napa;California;37.2;39828;40601;80429;4678;18449;2.84;CA;Black or African-American;675
Pasadena;Texas;31.5;78827;74959;153786;5735;38072;2.95;TX;Black or African-American;6204
Tucson;Arizona;33.6;264893;266781;531674;38182;82220;2.45;AZ;American Indian and Alaska Native;24409
Dallas;Texas;32.6;639019;661063;1300082;41026;326825;2.59;TX;Black or African-American;322570
Henderson;Nevada;42.5;139412;146246;285658;25045;35666;2.55;NV;Black or African-American;18816
Cape Coral;Florida;45.0;85626;89604;175230;14446;24185;2.85;FL;American Indian and Alaska Native;1040
Westminster;California;42.9;45538;46573;92111;3435;42227;3.27;CA;Asian;46560
Waco;Texas;29.3;63452;68890;132342;10716;14235;2.57;TX;Hispanic or Latino;40585
Vancouver;Washington;37.2;82958;89895;172853;12391;21748;2.49;WA;Black or African-American;7520
Irvine;California;34.6;125411;131516;256927;5532;116366;2.73;CA;Hispanic or Latino;19266
Eagan;Minnesota;36.8;31587;34701;66288;2699;8642;2.49;MN;Black or African-American;8032
Manteca;California;35.3;37053;38397;75450;3936;13942;3.25;CA;Hispanic or Latino;31552
Port Saint Lucie;Florida;42.1;84069;95341;179410;12416;34003;2.91;FL;American Indian and Alaska Native;1536
Temecula;California;34.2;54407;57619;112026;7587;18884;3.34;CA;White;85130
South San Francisco;California;39.4;34177;33094;67271;1839;27528;3.33;CA;American Indian and Alaska Native;535
Alameda;California;41.4;37747;40867;78614;4504;18841;2.52;CA;White;44232
Gastonia;North Carolina;36.9;35527;39023;74550;3537;5715;2.67;NC;White;46362
Stockton;California;32.5;150976;154674;305650;12822;79583;3.16;CA;Black or African-American;41161
New Orleans;Louisiana;35.9;185736;203881;389617;17388;21679;2.41;LA;White;140314
Westland;Michigan;39.9;37742;44253;81995;4756;6429;2.41;MI;American Indian and Alaska Native;429
Pine Hills;Florida;29.2;35344;40737;76081;2594;20735;3.3;FL;Black or African-American;57089
Arlington Heights;Illinois;45.9;37627;39369;76996;3027;14630;2.38;IL;White;66285
Columbia;Missouri;26.8;56544;62554;119098;4548;10729;2.37;MO;American Indian and Alaska Native;1713
Montgomery;Alabama;35.4;94582;106004;200586;14955;9337;2.41;AL;Asian;6518
Johns Creek;Georgia;39.0;40282;43057;83339;1983;29000;3.19;GA;Black or African-American;11273
Aurora;Colorado;34.2;177899;180971;358870;25158;65816;2.82;CO;White;239803
Arlington Heights;Illinois;45.9;37627;39369;76996;3027;14630;2.38;IL;Hispanic or Latino;2742
Bellevue;Washington;37.4;70763;69051;139814;5382;54654;2.43;WA;Hispanic or Latino;12215
Warner Robins;Georgia;31.4;35093;38909;74002;6974;3210;2.5;GA;Black or African-American;29307
Moreno Valley;California;30.7;98584;105597;204181;8529;54442;3.9;CA;Asian;11912
Manchester;New Hampshire;37.3;54845;55378;110223;5473;14506;2.4;NH;Black or African-American;6896
Kalamazoo;Michigan;26.4;37175;38865;76040;3048;3482;2.36;MI;Hispanic or Latino;4114
Nampa;Idaho;31.4;45651;44199;89850;4736;6607;2.98;ID;Hispanic or Latino;22066
New Rochelle;New York;40.6;38871;40967;79838;2780;26960;2.85;NY;Hispanic or Latino;23548
Cambridge;Massachusetts;31.5;55421;54981;110402;2495;27757;2.06;MA;Hispanic or Latino;9433
Kansas City;Missouri;35.9;228430;246931;475361;24710;37787;2.35;MO;White;296623
Meridian;Idaho;38.0;43353;47400;90753;5640;8110;2.54;ID;Black or African-American;1809
Missouri City;Texas;37.2;34932;36846;71778;4274;18556;3.03;TX;Asian;17854
Bryan;Texas;29.4;41761;40345;82106;3602;12014;2.55;TX;White;59742
Ames;Iowa;23.0;33814;31238;65052;2265;8606;2.16;IA;Black or African-American;1103
Canton;Ohio;33.4;34476;37419;71895;3404;2204;2.32;OH;White;53571
McKinney;Texas;35.6;77339;85548;162887;8082;25760;2.91;TX;American Indian and Alaska Native;1801
Murfreesboro;Tennessee;30.2;60704;65417;126121;5199;8948;2.6;TN;Asian;7265
Spring Valley;Nevada;37.0;96808;97147;193955;10644;61072;2.79;NV;American Indian and Alaska Native;2215
Spring Hill;Florida;45.1;48295;54902;103197;9737;7893;2.58;FL;Black or African-American;7689
Longview;Texas;36.8;40065;41525;81590;5512;8782;2.55;TX;Asian;1810
Federal Way;Washington;36.4;49151;46037;95188;7135;18565;2.68;WA;Hispanic or Latino;14049
Elizabeth;New Jersey;34.2;65896;63116;129012;1131;63413;3.18;NJ;Hispanic or Latino;86456
Worcester;Massachusetts;34.9;90951;93855;184806;9408;36907;2.43;MA;American Indian and Alaska Native;1917
Carmichael;California;41.0;29281;33934;63215;4225;7378;2.39;CA;American Indian and Alaska Native;2603
Elizabeth;New Jersey;34.2;65896;63116;129012;1131;63413;3.18;NJ;White;70873
Saint Petersburg;Florida;41.8;123524;133564;257088;20247;28567;2.42;FL;Asian;10893
Sandy Springs;Georgia;35.4;48570;56777;105347;3015;19837;2.4;GA;Asian;7909
Oklahoma City;Oklahoma;34.1;309227;322036;631263;41843;80165;2.58;OK;Hispanic or Latino;117362
Davis;California;26.3;33493;34163;67656;2176;13997;2.69;CA;Hispanic or Latino;9041
Evansville;Indiana;38.0;57198;60481;117679;9063;3169;2.25;IN;Black or African-American;17564
Laredo;Texas;28.8;124305;131484;255789;4921;68427;3.66;TX;Asian;1963
Charleston;South Carolina;35.0;63956;71568;135524;9368;5767;2.4;SC;American Indian and Alaska Native;633
Upland;California;39.7;36226;40221;76447;2898;16552;2.77;CA;Asian;9182
South Gate;California;32.5;47758;48641;96399;724;40571;3.97;CA;Hispanic or Latino;91312
Greenville;North Carolina;26.2;39897;50691;90588;4283;4183;2.4;NC;American Indian and Alaska Native;917
Chattanooga;Tennessee;36.6;83640;92957;176597;10001;10599;2.4;TN;American Indian and Alaska Native;1092
Virginia Beach;Virginia;35.4;222684;230061;452745;54995;38360;2.61;VA;Asian;38715
Scranton;Pennsylvania;38.5;37975;39137;77112;5059;8069;2.39;PA;Hispanic or Latino;11301
Milwaukee;Wisconsin;31.6;286315;313839;600154;20615;58321;2.51;WI;Black or African-American;248149
Metairie;Louisiana;41.6;69515;76943;146458;7187;19871;2.39;LA;Asian;4791
Lowell;Massachusetts;33.4;54422;56298;110720;3764;33414;2.8;MA;Hispanic or Latino;22095
Fayetteville;Arkansas;27.1;41959;40873;82832;4744;6313;2.28;AR;Black or African-American;6927
West Palm Beach;Florida;39.6;49262;57520;106782;4917;30675;2.53;FL;Asian;3191
Lowell;Massachusetts;33.4;54422;56298;110720;3764;33414;2.8;MA;Black or African-American;7310
German;Maryland;34.9;41115;43007;84122;2443;27877;2.95;MD;Black or African-American;22273
Chula Vista;California;34.6;131485;134269;265754;12368;82710;3.32;CA;Black or African-American;15641
Las Vegas;Nevada;37.5;310568;313201;623769;42397;127609;2.79;NV;Asian;55745
Yuba City;California;34.5;33654;33290;66944;4706;18032;2.9;CA;Black or African-American;1912
Mount Vernon;New York;38.5;31876;36745;68621;2064;23777;2.85;NY;Asian;1497
Tallahassee;Florida;26.2;89390;100504;189894;9575;16720;2.38;FL;Black or African-American;69135
Yorba Linda;California;45.5;31960;36006;67966;3171;15532;3.0;CA;Black or African-American;1326
Jackson;Tennessee;35.3;30007;36973;66980;3529;2097;2.52;TN;White;36037
Hemet;California;36.8;38622;45251;83873;5613;13330;2.97;CA;White;67817
Billings;Montana;36.3;52705;57565;110270;9121;3206;2.4;MT;American Indian and Alaska Native;6066
Jackson;Tennessee;35.3;30007;36973;66980;3529;2097;2.52;TN;Black or African-American;30103
Corona;California;37.1;79749;84493;164242;7709;42131;2.97;CA;Hispanic or Latino;68592
Round Rock;Texas;34.9;56646;59193;115839;6804;18237;3.13;TX;Asian;9685
Tucson;Arizona;33.6;264893;266781;531674;38182;82220;2.45;AZ;Asian;24689
Peoria;Arizona;36.9;80139;91103;171242;13019;14260;2.97;AZ;American Indian and Alaska Native;3108
Canton;Ohio;33.4;34476;37419;71895;3404;2204;2.32;OH;Black or African-American;21353
Rockville;Maryland;38.1;31205;35793;66998;1990;25047;2.6;MD;Asian;17370
Whittier;California;36.1;44397;43039;87436;2790;17145;3.11;CA;Hispanic or Latino;61249
Chico;California;29.9;46168;44168;90336;4519;8425;2.5;CA;White;80467
Irvine;California;34.6;125411;131516;256927;5532;116366;2.73;CA;White;127358
Rochester;New York;31.4;100135;109673;209808;7288;17735;2.36;NY;Black or African-American;93072
Long Beach;California;34.6;238159;236013;474172;17463;127764;2.78;CA;Black or African-American;64948
Duluth;Minnesota;34.7;41271;44855;86126;5015;2258;2.25;MN;Hispanic or Latino;1981
Rochester;New York;31.4;100135;109673;209808;7288;17735;2.36;NY;Asian;8748
Bridgeport;Connecticut;34.1;71509;76110;147619;4646;44475;2.86;CT;Hispanic or Latino;59036
Odessa;Texas;31.2;61119;57861;118980;5509;15845;2.92;TX;Hispanic or Latino;63586
Mission;Texas;32.9;40530;42777;83307;2383;22608;3.51;TX;Asian;3075
Salinas;California;30.4;77765;79621;157386;4020;58693;3.72;CA;White;95283
Waukegan;Illinois;32.3;45514;42833;88347;3404;30997;2.92;IL;Hispanic or Latino;54214
Columbia;Missouri;26.8;56544;62554;119098;4548;10729;2.37;MO;Black or African-American;15489
Sandy Springs;Georgia;35.4;48570;56777;105347;3015;19837;2.4;GA;Black or African-American;15420
New York;New York;36.0;4081698;4468707;8550405;156961;3212500;2.68;NY;American Indian and Alaska Native;90923
Pembroke Pines;Florida;40.3;77050;89574;166624;6849;62210;2.94;FL;Asian;12910
Evansville;Indiana;38.0;57198;60481;117679;9063;3169;2.25;IN;American Indian and Alaska Native;713
Lancaster;California;30.9;80668;80445;161113;7892;17247;3.25;CA;White;110311
Toms River;New Jersey;43.7;43864;43886;87750;5042;6852;2.71;NJ;Asian;4691
Pittsburgh;Pennsylvania;32.9;149690;154695;304385;17728;28187;2.13;PA;Hispanic or Latino;9266
Roswell;Georgia;38.8;48637;45859;94496;3325;16501;2.7;GA;Black or African-American;15458
Las Vegas;Nevada;37.5;310568;313201;623769;42397;127609;2.79;NV;White;429142
New Braunfels;Texas;37.0;33071;36852;69923;5204;5405;2.85;TX;American Indian and Alaska Native;648
Topeka;Kansas;37.1;60879;66378;127257;9608;6711;2.32;KS;White;108035
Layton;Utah;29.5;37748;36394;74142;3811;4268;3.24;UT;Black or African-American;2710
Lauderhill;Florida;35.7;32813;38761;71574;1965;25471;3.02;FL;American Indian and Alaska Native;1186
Melbourne;Florida;43.4;39180;40956;80136;8363;9685;2.37;FL;Asian;5186
San Diego;California;34.5;693826;701081;1394907;92489;373842;2.73;CA;Hispanic or Latino;425414
Salem;Oregon;35.4;80839;83704;164543;9685;19668;2.69;OR;Black or African-American;3770
Poinciana;Florida;34.2;38142;35801;73943;2933;14349;3.93;FL;Asian;1409
Kenner;Louisiana;36.9;33993;33113;67106;2485;12352;2.57;LA;White;44863
Bolingbrook;Illinois;33.7;36295;35801;72096;2951;15212;3.42;IL;White;40458
Elk Grove;California;36.1;80057;86833;166890;7762;38693;3.34;CA;White;86909
Peoria;Arizona;36.9;80139;91103;171242;13019;14260;2.97;AZ;Black or African-American;8514
Costa Mesa;California;34.8;59097;54089;113186;4095;26645;2.59;CA;Hispanic or Latino;38239
Augusta-Richmond County consolidated government;Georgia;33.7;94662;101917;196579;19085;7915;2.67;GA;Black or African-American;112271
Deerfield Beach;Florida;41.4;37155;42614;79769;3882;23642;2.46;FL;American Indian and Alaska Native;698
Inglewood;California;34.9;52995;58661;111656;2703;34171;3.12;CA;Hispanic or Latino;60873
Bellingham;Washington;30.7;41286;43857;85143;4703;8713;2.44;WA;Hispanic or Latino;6966
Hoover;Alabama;38.5;38040;46799;84839;4819;8229;2.58;AL;Hispanic or Latino;3430
New Haven;Connecticut;29.9;63765;66545;130310;2567;25871;2.48;CT;White;56251
Folsom;California;40.9;41051;35317;76368;4187;13234;2.62;CA;Asian;15569
Grand Prairie;Texas;33.1;90811;96944;187755;7073;44888;3.18;TX;Hispanic or Latino;85543
Detroit;Michigan;34.8;319265;357859;677124;29511;39861;2.6;MI;White;104260
Lansing;Michigan;31.4;54333;59777;114110;5327;8371;2.39;MI;White;75688
Deltona;Florida;39.9;44853;43621;88474;5664;7098;2.89;FL;American Indian and Alaska Native;651
Centennial;Colorado;42.4;53222;56504;109726;7226;9501;2.66;CO;American Indian and Alaska Native;1219
Lynwood;California;29.4;35634;36371;72005;776;28061;4.43;CA;Hispanic or Latino;63377
Kirkland;Washington;40.8;42159;45108;87267;5156;18570;2.3;WA;Black or African-American;1041
Casas Adobes;Arizona;44.8;30890;34375;65265;6601;7024;2.24;AZ;White;58956
San Angelo;Texas;32.8;49669;50744;100413;8412;7859;2.5;TX;Hispanic or Latino;42494
O'Fallon;Missouri;36.0;41762;43270;85032;5783;3269;2.77;MO;American Indian and Alaska Native;685
Youngs;Ohio;37.5;30758;33851;64609;3620;1058;2.22;OH;Hispanic or Latino;7564
